id,sku,name,current_category,current_subcategory,suggested_category,suggested_subcategory
799e4297-86f5-41d1-8b13-eb589db2e7c8,02-310-16,"Busch",Uncategorized,General,,
38b665fb-3042-46c8-9eaf-1f429cc7c7a5,02-300-19,"Good",Uncategorized,General,,
3359df46-d2f7-4381-bc45-e5f4ff9dc54e,02-234-13,"Goldman-Fox",Uncategorized,General,,
530ac9ae-548c-414f-a644-b418e40e8436,02-216-12,"Kilner",Uncategorized,General,,
7899439e-5bbe-4194-82be-2b09c81428c4,02-232-18,"Heymann",Uncategorized,General,,
1c9509c7-ada4-4bbd-a4bb-e447431ca84f,02-240-16,"Locklin",Uncategorized,General,,
71563688-4595-4b3c-a6a7-12999d56b8ce,02-291-20,"Strully",Uncategorized,General,,
5e6ae15c-6616-484f-8409-3d3bbe529b80,02-220-10,"Converse",Uncategorized,General,,
7a7e02e1-6cb1-4f8e-9e8f-02dee6a49f33,02-224-11,"Cinelli",Uncategorized,General,,
5c085d12-96a1-439a-ab5b-8a99413a8664,02-236-11,"La Grange",Uncategorized,General,,
ca1e0a3d-1d30-44b5-bab5-9d6094f5768c,02-218-15,"Kilner",Uncategorized,General,,
e0798a12-ea24-46fe-b96b-0b08cfe16958,28-330-03,"Measuring Jug",Uncategorized,General,,
63d0c728-85a6-4756-a420-0fa64a0095dd,02-168-14,"Reynolds",Uncategorized,General,,
5ba5f56d-8a5e-4435-a96f-e7bc8a4d488b,28-330-04,"Measuring Jug",Uncategorized,General,,
e6948631-958f-48a8-b075-404dfda0378c,02-166-15,"Reynolds",Uncategorized,General,,
f3d989e1-0325-4c55-a566-637f9ae4ce86,28-398-01,"Bedpan",Uncategorized,General,,
aa1a49ae-70d1-41f7-aed2-2740e47d626e,28-400-01,"Bedpan",Uncategorized,General,,
192574dd-eadd-40e2-8046-aa90e8a918a5,28-406-00,"Bedpan Simple",Uncategorized,General,,
b8274850-14ac-42b6-8bcf-10cf71321e58,28-348-01,"Sputum Cup",Uncategorized,General,,
75d1306c-6dcb-44b0-bbff-b2e4d32109f3,28-366-50,"Needle Cases Perforated",Uncategorized,General,,
2ea1e620-671d-40e2-bd28-ffa0994f7d4f,28-326-01,"Irrigator",Uncategorized,General,,
dcb9f889-9f8b-4ec6-878a-bfe679a44df8,27-166-13,"Obwegesser Flat Nose Pliers",Uncategorized,General,,
c7886ca8-1393-4579-bd64-9e3435e5e254,27-160-24,"Obwegesser Zygomatic Arch Awl",Uncategorized,General,,
44f2499a-adc8-4a36-be5c-37548f8d403f,dissecting-kit-13-pcs,"Dissecting Kit &#8211; Set of 13 Pcs (Packed in Pouch)

Chai",Uncategorized,General,,
37418604-6782-4de7-9dc2-96aff0457145,29-140-53,"Dissecting Kit &#8211; Set of 53 Pcs (Packed in Pouch)",Uncategorized,General,,
66dbcad8-9698-46f5-b22c-23a63d03ea5d,27-118-16,"Obwegesser chin holder",Uncategorized,General,,
d7080251-8250-4be1-98e4-f12fc775fff7,06-396-03,"St",Uncategorized,General,,
b51cc9ac-03ac-4053-b14a-7b0ff1955d45,06-418-02,"Sterberg Lip and Cheek Retracror",Uncategorized,General,,
2be3d8d4-8819-4722-ad16-a509ca407447,06-418-04,"Sterberg Lip and Cheek Retracror",Uncategorized,General,,
13994b4f-101e-41ba-bde7-20ae6c490b73,25-116-09,"Maunder Mouth gags wood",Uncategorized,General,,
ec5c99d7-6721-4726-a7da-22b440b61042,25-416-18,"Smith Sagittal split separators",Uncategorized,General,,
1f35b798-28b6-45b3-944d-82207e47f570,06-396-02,"St",Uncategorized,General,,
88077dca-9336-4bd0-a825-1af045e12416,06-418-03,"Sterberg Lip and Cheek Retracror",Uncategorized,General,,
4195083a-1043-4864-9db1-d54b1e32cce4,24-143-02,"BLAKESLEY-CASTELNUOVO RHINOFORCE?ll",Uncategorized,General,,
1c34140b-2be7-4e0d-803c-ab3b01f47588,23-510-16,"Gerzog Paracentesis Needle",Uncategorized,General,,
39d176f8-c31a-4eac-b936-3519eec2b722,23-490-17,"Weber-Loch Foreign body instruments",Uncategorized,General,,
ec66806b-38c1-434c-8513-942a1f50251c,23-568-00,"Ear Syringe",Uncategorized,General,,
db8f496f-1d1d-4a05-ae9d-bf9f4954b7fe,25-414-18,"Smith Sagittal split separators",Uncategorized,General,,
69094ca5-b10d-4f5a-8f9c-2da6c126bddb,21-108-20,"De Lee Pelvimeter",Uncategorized,General,,
bac9a519-2fe4-428c-a4a4-b860f1a4e7c5,20-266-26,"Beacham Amniotome",Uncategorized,General,,
ce49b9bf-ecee-4f61-add9-b1937aa479ae,15-617-40,"Blunt Blades PEEK ? Rotatating",Uncategorized,General,,
4a15fa12-f26e-4262-b18d-ba977ba318c4,15-603-25,"Lateral Serrated Blades",Uncategorized,General,,
4c7acfd3-8d30-48e8-b3db-fc068ffa17cd,15-634-30,"McCulloch 4-teeth Narrow Muscle Blades",Uncategorized,General,,
8b715755-e274-4a74-9935-dfe4c57920f4,15-613-40,"Lateral Serrated Blades PEEK",Uncategorized,General,,
06118e17-c805-4aab-942a-f86545791235,13-973-22,"Loute Wire Tightener",Uncategorized,General,,
9ded4c70-ffcb-433a-b6c5-34ac4ecc9fc8,15-109-01,"Crutchfield Skull Traction Tong",Uncategorized,General,,
a402922d-25e2-437c-90d2-3086fe9d13a8,13-977-18,"Countersink",Uncategorized,General,,
bc2d3eff-6b43-41c5-8cd7-6f66f2499fce,15-307-01,"Hardy-Fahlbusch (Small-Tip)",Uncategorized,General,,
e9207af9-c824-48f2-8a85-184e05ddc1b3,13-979-22,"DHS/DCS Wrench",Uncategorized,General,,
49e79710-a0e4-4b8b-8784-a3970d5b4f93,13-974-11,"Handle with quick coupling",Uncategorized,General,,
bb5f7e65-d124-42b5-bd0c-244a9e455f9f,07-162-16,"Farrell cotton applicator",Uncategorized,General,,
662be5e8-d3cd-4a32-9985-e7fc385ed950,07-164-15,"Lathbury-Farrell cotton applicator",Uncategorized,General,,
d73b6a40-03ee-4a20-ad88-dbb2f31cf298,07-164-18,"Lathbury-Farrell cotton applicator",Uncategorized,General,,
538dd7c9-fb00-4ee2-a67d-42a3f985f6cc,09-104-03,"Trocar",Uncategorized,General,,
89e31623-f215-4991-8146-93cf34390033,13-970-14,"Finger Ring Saw",Uncategorized,General,,
59efd606-e4fd-46ab-99f9-4d54d21ef1c3,07-162-14,"Farrell cotton applicator",Uncategorized,General,,
4631c429-ae37-47b2-88db-350914916e79,09-130-12,"Redon Needle",Uncategorized,General,,
dd184029-d0b8-4e4f-81bd-5cd49c140e10,08-162-02,"Iwanson Caliper",Uncategorized,General,,
aa67e4ff-8c8b-437d-adc2-8f608ca25472,09-104-02,"Trocar",Uncategorized,General,,
63842a3c-d059-45b2-af0d-94a8ceb51686,09-106-03,"Trocar",Uncategorized,General,,
d38faf25-06fe-43f1-a967-f4534b8b1ec9,09-110-03,"Gall Bladder Trocars",Uncategorized,General,,
725b8fa1-ed9a-4084-b1df-778cfd8f8f11,09-104-04,"Trocar",Uncategorized,General,,
eb2a3a3b-c2ff-4ed8-be01-804d89efaef2,09-130-16,"Redon Needle",Uncategorized,General,,
ee196bd5-067f-4b6b-affd-afa524ba497c,09-132-12,"Redon Needle",Uncategorized,General,,
cce95478-2a2f-4d11-8297-96aa37f718bd,09-132-16,"Redon Needle",Uncategorized,General,,
52249b8a-b942-4b5b-b7b9-f68883714c53,09-134-12,"Redon Needle",Uncategorized,General,,
8868d3e9-cb84-458d-a5f6-0e1bf813cb24,13-188-20,"Midi Cutter",Uncategorized,General,,
8dc73ae1-b35a-4ce3-a878-949c3b73f85a,13-194-00,"Wire cutting pliers with extendable handle",Uncategorized,General,,
d7317eda-760a-42eb-8d24-91b6c6948935,13-202-20,"Wrench",Uncategorized,General,,
89e83472-77f0-4b21-a488-01f55d0a7f61,13-254-00,"Virchow Skull Breaker",Uncategorized,General,,
3524c575-7d88-42f3-9f33-73c786496747,13-186-18,"Midi Cutter",Uncategorized,General,,
b0182c9f-f81c-46c1-9d2e-c5f6ed225caa,09-130-14,"Redon Needle",Uncategorized,General,,
06596590-542e-46dc-b604-67531ddca81d,09-130-10,"Redon Needle",Uncategorized,General,,
2e91687f-b9cd-4e14-9149-fc1878313cca,09-108-02,"Empyema Trocar",Uncategorized,General,,
832be667-7451-4732-a125-be1847eb3d77,09-130-18,"Redon Needle",Uncategorized,General,,
e49bb70e-d799-4ce9-bc44-43f0acbcefaa,09-132-10,"Redon Needle",Uncategorized,General,,
651866a8-eedd-41dc-ae01-3d377115116b,09-132-14,"Redon Needle",Uncategorized,General,,
5f05f9b1-00c8-4917-8952-5fddf87bdd2a,09-132-18,"Redon Needle",Uncategorized,General,,
27b8272e-59a2-4216-871d-1db07bf27e57,09-134-10,"Redon Needle",Uncategorized,General,,
3cfa4dfc-b695-4f21-b0fe-aaa8e2eb945e,09-134-14,"Redon Needle",Uncategorized,General,,
6a43af47-4b3b-46d8-a387-b476d47ba207,09-134-18,"Redon Needle",Uncategorized,General,,
0e3f9601-631d-4bae-96fc-05f516e4833d,09-136-10,"Redon Needle",Uncategorized,General,,
65c7d52f-4b4d-4e4f-b7d7-8822a3a221c9,09-136-14,"Redon Needle",Uncategorized,General,,
59f7f65e-cdcf-44d3-a3eb-327ccadfc0d9,09-136-18,"Redon Needle",Uncategorized,General,,
7dd2f844-bf00-4bb1-994f-9e1aa09bbdf1,09-110-04,"Gall Bladder Trocars",Uncategorized,General,,
56fcbe83-59e3-40ab-bc66-73f86f91ac8d,11-568-12,"Kronecker Ligature Needle",Uncategorized,General,,
4c6079e1-1bf8-4b23-ac37-d3c9c4c2eb31,09-110-02,"Gall Bladder Trocars",Uncategorized,General,,
217b2699-01e6-47a3-965b-08675da1d5af,13-184-23,"Wire Cutting Plier",Uncategorized,General,,
5d19cebc-4bc7-4980-b460-5d877ad57e2b,09-136-12,"Redon Needle",Uncategorized,General,,
a9b50da5-dc06-4ec3-acef-9708771ff601,09-136-16,"Redon Needle",Uncategorized,General,,
8961028f-fac1-45f1-b75a-58940a0d3010,13-182-23,"Wire Cutting Plier",Uncategorized,General,,
d509f144-1ade-4b31-ae19-502849d1f62d,13-174-15,"Wire Cutting Plier",Uncategorized,General,,
3b293aa6-a7ed-40d0-8f2f-cfe80dc98d9f,10-108-01,"Fiber Optic (F",Uncategorized,General,,
3d31556d-b9d1-4f55-ae40-59adcaedd0b2,10-100-01,"Flexible Tip Fiber Optic (F",Uncategorized,General,,
339cac36-3916-4ee6-ba58-0904242a8849,09-302-02,"Heparin Flushing needle",Uncategorized,General,,
42eb479b-d0c7-43ab-b2f2-31b0c308fcc0,09-308-02,"Elsberg (Silver) Ventricular cannula",Uncategorized,General,,
86ea273c-69bf-4674-8e23-858cbfd5708e,10-100-02,"Flexible Tip Fiber Optic (F",Uncategorized,General,,
14b6ce5b-7406-4408-86c3-53484e15772e,07-156-11,"Modell PICCOLO Cotton Applicator",Uncategorized,General,,
ce1903b7-ff36-4a63-8d91-5763e8dd15d3,09-308-03,"Elsberg (Silver) Ventricular cannula",Uncategorized,General,,
59526a91-751e-4924-841f-e299e0529f3b,10-100-03,"Flexible Tip Fiber Optic (F",Uncategorized,General,,
0fea6f73-feda-4fc2-8acf-05ab88bcc0a7,09-302-03,"Heparin Flushing needle",Uncategorized,General,,
55c7b65d-17da-4c0b-ad2c-fc0d347eb58b,09-302-04,"Heparin Flushing needle",Uncategorized,General,,
e023d4c7-044d-43c5-a247-547bfd2a12d2,09-308-01,"Elsberg (Silver) Ventricular cannula",Uncategorized,General,,
fd7a9e0f-d7be-4790-b33d-1b03931a53d7,10-100-04,"Flexible Tip Fiber Optic (F",Uncategorized,General,,
d3a43dcf-7066-4f6d-8f60-fd2c83f9b97d,10-108-02,"Fiber Optic (F",Uncategorized,General,,
fa6e0797-74e3-4a6b-8e6e-887652fd4f2f,10-108-10,"Fiber Optic (F",Uncategorized,General,,
ea09e803-54be-489e-8267-4eacd9ec873d,04-176-09,"Biemer-Muller Vessel Clip",Uncategorized,General,,
6fde9878-8e34-4158-9f0b-f0cdf4979fb5,10-108-30,"Fiber Optic (F",Uncategorized,General,,
104dbf11-12fc-43b2-ab38-644d358b23af,10-108-04,"Fiber Optic (F",Uncategorized,General,,
a228ccb5-4853-43c6-81eb-134b794b8ba2,10-108-20,"Fiber Optic (F",Uncategorized,General,,
240ded93-187f-4a5a-ad4e-fb2b99fee65f,13-198-32,"Wire cutting pliers",Uncategorized,General,,
7a90c2be-35b8-4d8d-9b61-576ef8bfe3e9,02-168-15,"Reynolds",Uncategorized,General,,
559e5a29-5225-4d2e-a151-90e70d7c774a,02-168-18,"Reynolds",Uncategorized,General,,
30ce04c5-e269-4cca-b257-e8b57bdcc967,02-248-18,"Diethrich",Uncategorized,General,,
4cd62d59-9f11-4331-8268-1d52f0f7076a,02-250-17,"Diethrich",Uncategorized,General,,
f1ee0730-82af-404d-b42c-884a1bfb26ab,02-252-17,"Diethrich",Uncategorized,General,,
ae31a4bd-91db-4c9b-a251-a3ddbc422a54,02-264-18,"Micro-Hegemann",Uncategorized,General,,
489e18f9-2a05-4e96-8ad6-a6aa43418a25,02-306-12,"Mod",Uncategorized,General,,
f1ea0e71-b755-4445-89c4-c9e6940e3db9,02-298-17,"Dean",Uncategorized,General,,
12d2b19e-9a38-4f98-b1d6-9a6f10b429e8,02-262-18,"Micro-Hegemann",Uncategorized,General,,
c158886b-3d38-49d1-b2d2-fc2ab1b1bbdf,02-306-15,"Mod",Uncategorized,General,,
61d3dac9-01c9-4441-99c4-7282f5a723a5,02-312-16,"Busch",Uncategorized,General,,
8e5fab2f-31cd-4621-8986-25bab89d9054,02-260-18,"Micro-Hegemann",Uncategorized,General,,
57724671-ba6d-4df1-ac37-5fc619ba76d7,13-210-01,"Fixation disc",Uncategorized,General,,
6c6ee029-0365-460f-8fc6-a611a18b8ad3,02-254-17,"Diethrich",Uncategorized,General,,
ea555146-8250-4e40-9fca-0b62c4cef3b1,20-230-90,"20-230-90",Uncategorized,General,,
776688d7-93e1-4f3c-b4a3-9cd6936be84a,03-234-20,"Russ",Uncategorized,General,,
3d5acc75-6f59-4923-931e-dbebb0256ae7,03-234-25,"Russ",Uncategorized,General,,
43c09956-78ad-424d-ba5b-b837dcff6180,03-318-13,"Jeweler mod",Uncategorized,General,,
a5db6adb-74bf-49fe-aca9-85d162c97cfc,03-320-13,"Jeweler mod",Uncategorized,General,,
92b60156-1220-4119-bbca-315fc03d211a,03-322-13,"Jeweler mod",Uncategorized,General,,
5ff46fb5-fd29-4ef2-87b2-96189187b436,03-324-13,"Jeweler mod",Uncategorized,General,,
3ae24f5f-2fa9-403e-adaa-a0078d7731ca,03-326-13,"Jeweler mod",Uncategorized,General,,
c3bd0657-e51c-457d-b5c4-2f943e8be783,03-328-13,"Jeweler mod",Uncategorized,General,,
63b1f7fc-ed03-4050-bf24-c14c29b02fd6,04-104-02,"Muller Vessel Clips",Uncategorized,General,,
cacb4d62-39c9-4a62-a279-38fab3684aa4,20-230-94,"20-230-94",Uncategorized,General,,
86e90b84-1e02-4a6b-9c66-66942d4799f9,20-230-98,"20-230-98",Uncategorized,General,,
cddda15d-1ef5-4028-b3ec-7eb23e14a982,04-100-04,"Muller Vessel Clips",Uncategorized,General,,
1273fbe3-4db5-4fa8-ba8b-1d611adc2de0,04-102-12,"Muller Vessel Clips",Uncategorized,General,,
8c796bd2-efb1-4ff4-b201-ff625b1893ae,04-102-14,"Muller Vessel Clips",Uncategorized,General,,
ea1d5236-38e3-4f09-bc27-c15d8de3156a,04-108-02,"Muller Vessel Clips",Uncategorized,General,,
25e96b96-8673-46c4-aa68-c8dbd83c19a1,04-110-12,"Muller Vessel Clips",Uncategorized,General,,
10e7572a-8472-4cc7-b586-64e592914fce,04-110-14,"Muller Vessel Clips",Uncategorized,General,,
c3e0ddde-6683-4ac0-b810-c30ebb929e4d,04-112-02,"Muller Vessel Clips",Uncategorized,General,,
e005ffc4-4f9c-4dd6-9547-40998c38578a,04-112-04,"Muller Vessel Clips",Uncategorized,General,,
acfe0a3f-fd6e-4389-a54a-e0344cd214b2,04-114-02,"Muller Vessel Clips",Uncategorized,General,,
97641378-c820-4697-a44f-ddcfa28d6154,04-114-04,"Muller Vessel Clips",Uncategorized,General,,
0e177aaa-901a-4dd5-a552-009d98a847c6,04-118-12,"Muller Vessel Clips",Uncategorized,General,,
f5dcedec-205e-4fd9-a6ef-8008b6d92f1e,04-118-14,"Muller Vessel Clips",Uncategorized,General,,
9932f22f-86c5-40dc-84a7-43d67709be2b,04-120-02,"Muller Vessel Clips",Uncategorized,General,,
47fee0d1-9e4f-42cd-9071-2dc56962fdd7,04-120-04,"Muller Vessel Clips",Uncategorized,General,,
3ad3a4de-9e2d-450e-b200-13a01a49d45a,04-122-12,"Muller Vessel Clips",Uncategorized,General,,
2a1dc342-89b9-4d8d-bc63-d477c38355ed,04-122-14,"Muller Vessel Clips",Uncategorized,General,,
aa7ffc0a-d1d8-4069-b127-1038e69079ec,04-124-02,"Muller Vessel Clips",Uncategorized,General,,
b83afe88-9f4e-448f-9959-5cbebfcb8ebc,04-124-04,"Muller Vessel Clips",Uncategorized,General,,
ce35645a-68c8-460b-a3cf-8b40340b13f0,04-126-12,"Muller Vessel Clips",Uncategorized,General,,
f30d6c1c-85fa-406b-a67e-5216f8ff9ac1,04-126-14,"Muller Vessel Clips",Uncategorized,General,,
333683ed-2f54-4670-9d41-984f57f44fff,04-128-02,"Muller Vessel Clips",Uncategorized,General,,
aa2de83e-2703-4c32-970a-60fa4b597c63,04-128-04,"Muller Vessel Clips",Uncategorized,General,,
f731a458-f6e5-4496-b849-98d641cef818,04-130-02,"Muller Vessel Clips",Uncategorized,General,,
271dd26c-6412-486d-a597-59096d591186,04-130-04,"Muller Vessel Clips",Uncategorized,General,,
dc30dbe8-cf42-443f-a8ed-32ba256ac763,04-132-04,"Muller Vessel Clips",Uncategorized,General,,
de030283-ae59-4ddd-b208-734be676018a,04-134-12,"Muller Vessel Clips",Uncategorized,General,,
934e6881-f367-4977-b2f8-4e64343ae824,04-134-14,"Muller Vessel Clips",Uncategorized,General,,
43db8e93-34e1-4127-9967-ebb8fbddba80,04-106-14,"Muller Vessel Clips",Uncategorized,General,,
bfdab31d-e8ed-432c-82e5-1210b74f8e58,04-108-04,"Muller Vessel Clips",Uncategorized,General,,
55d44822-5df9-45e1-a5e0-5dd6966d5caf,04-142-12,"Muller Vessel Clips",Uncategorized,General,,
da7c1837-b043-4658-aa81-8f62647ed743,04-142-14,"Muller Vessel Clips",Uncategorized,General,,
b407a39e-b26e-4ea1-af5d-5d20978f4a59,04-144-04,"Muller Vessel Clips",Uncategorized,General,,
bbc29214-4bbc-4ce5-b048-49e379945702,04-146-02,"Muller Vessel Clips",Uncategorized,General,,
d753ab16-4f99-4851-989d-18cd60ba43c4,04-148-12,"Muller Vessel Clips",Uncategorized,General,,
787469bc-488c-4e96-8b4b-19042e7935f7,04-148-14,"Muller Vessel Clips",Uncategorized,General,,
f7959df6-73f7-4a64-a9a2-dd593041cc8e,04-150-02,"Muller Vessel Clips",Uncategorized,General,,
be6f91aa-2d8f-4831-a487-c65bd0ce1eef,04-150-04,"Muller Vessel Clips",Uncategorized,General,,
b81bda1b-15a1-4a3c-8ccd-fb7c62dc5bdc,04-152-12,"Muller Vessel Clips",Uncategorized,General,,
0e575c3b-cca7-4f2e-b4e2-54aad5de59eb,04-152-14,"Muller Vessel Clips",Uncategorized,General,,
9a59206a-5649-41e7-8bc5-5789dd889016,04-172-02,"Muller Vessel Clip",Uncategorized,General,,
60797d44-8cbf-4267-a6e9-9babad526c1c,04-172-03,"Muller Vessel Clip",Uncategorized,General,,
4fd58137-84ac-41bf-8985-841f61117349,04-172-04,"Muller Vessel Clip",Uncategorized,General,,
72c38138-cab3-4f64-aff2-0bf3e887e9c5,04-188-06,"Mini Vessel Clip",Uncategorized,General,,
69014ab5-fdb6-4bcd-a1bc-77d252ba5805,04-188-08,"Mini Vessel Clip",Uncategorized,General,,
d6ee5fd6-30d8-4c07-a056-0180c215f808,04-188-10,"Mini Vessel Clip",Uncategorized,General,,
b2a056f8-574a-451d-a8ae-85c1fbfe77a5,04-138-12,"Muller Vessel Clips",Uncategorized,General,,
3a9f3463-cdc4-4947-a46c-fd89652ece3a,04-140-04,"Muller Vessel Clips",Uncategorized,General,,
6c6c8048-7355-4267-89b5-485c1d1d015e,04-146-04,"Muller Vessel Clips",Uncategorized,General,,
7ea3877d-4379-4b58-bfcf-85b00226d2b1,04-138-14,"Muller Vessel Clips",Uncategorized,General,,
67d5c01d-c679-4283-8daa-f77ecfaa8fb2,11-552-02,"Reverdin Needle",Uncategorized,General,,
dc329f0d-414a-48b5-9d8b-5dd74817f29c,11-554-04,"Reverdin Needle",Uncategorized,General,,
0feed580-7c90-43ca-b69e-7bed2f793963,11-582-02,"Brunner Ligature Needle",Uncategorized,General,,
7fac4734-8a1b-4445-b5b7-ff76dd9ae1db,13-106-92,"Charriere Amputation Saw",Uncategorized,General,,
e436f14d-47c1-42a7-b5db-82a9c4fe3ded,13-108-87,"Bier Amputation Saw",Uncategorized,General,,
4876e25b-3c6d-4732-ae89-dc45a519f32f,13-116-01,"Hudson Hand Drill",Uncategorized,General,,
1bde9f45-cec3-4511-8e46-749c38209e1e,13-116-05,"Hudson Hand Drill",Uncategorized,General,,
aafd5a01-a6b7-418b-9311-32c7c82be975,13-116-08,"Hudson Hand Drill",Uncategorized,General,,
49ccd4ac-5d89-42e0-9a02-c11067391f11,13-154-02,"Flat Nose Plier",Uncategorized,General,,
c4af4200-16c4-4509-bad8-4dd5c2fd1a48,13-154-03,"Flat Nose Plier",Uncategorized,General,,
77e729e8-8728-46ad-9924-334bf34d0558,13-156-03,"Flat Nose Plier",Uncategorized,General,,
11b62088-1d78-4920-bead-ad38f5402f05,11-550-03,"Reverdin Needle",Uncategorized,General,,
e729d227-d41f-4fdd-871e-84c86029c467,11-552-03,"Reverdin Needle",Uncategorized,General,,
ac65f997-ccbb-45d8-b3c8-9cc5b086c235,11-554-02,"Reverdin Needle",Uncategorized,General,,
230c52a3-bafe-47ab-9b10-d065c1b7b7bb,11-590-29,"Demel Wire Guide",Uncategorized,General,,
1e9f47ec-1f11-46ed-9a01-2c387e88051b,11-598-02,"Konig Ligature Conductor",Uncategorized,General,,
b88960cc-3064-42a8-ba71-319408a031f6,13-108-83,"Bier Amputation Saw",Uncategorized,General,,
3bebf9d3-4a74-4dc8-b3c3-5bf51fe156a8,13-114-27,"Twist drill",Uncategorized,General,,
00d26582-61d3-412c-ba06-8d1d471087d5,13-116-02,"Hudson Hand Drill",Uncategorized,General,,
d583c66a-10c3-4f4d-a55a-a9beedf8cab2,13-116-09,"Hudson Hand Drill",Uncategorized,General,,
8e36d6bd-9547-4a74-8b35-cab473e75e3b,13-118-06,"Hard Drill",Uncategorized,General,,
ffddfdf9-d729-4cab-8759-938ad420967a,11-550-04,"Reverdin Needle",Uncategorized,General,,
76d1e023-1b21-4074-98c5-b78ecd6f3273,13-116-06,"Hudson Hand Drill",Uncategorized,General,,
9e64dbcf-873f-4b0d-a977-72a120af879f,13-104-90,"Satterlee Amputation Saw",Uncategorized,General,,
b9eae7b7-7127-4768-a1d5-c785350d47bb,13-106-95,"Charriere Amputation Saw",Uncategorized,General,,
4d27cca9-4891-4535-b57c-03e84da03a13,11-584-02,"Brunner Ligature Needle",Uncategorized,General,,
d8f8cce6-a6e6-44a5-aa5b-12241c547078,11-590-31,"Demel Wire Guide",Uncategorized,General,,
e5c93cf9-ed40-4ac5-8db0-6abc5eaad73f,13-108-85,"Bier Amputation Saw",Uncategorized,General,,
9b3896cc-5ca0-4541-aebb-bab2a9116fb5,13-116-04,"Hudson Hand Drill",Uncategorized,General,,
d8f393b5-07aa-40a8-b0a4-3ae8e7431288,13-116-07,"Hudson Hand Drill",Uncategorized,General,,
192caa36-3449-4bd1-8681-584c37f1dff1,13-118-90,"Hard Drill",Uncategorized,General,,
c170e370-f9c9-4362-8cb6-ef220013b0ab,13-152-24,"Vise Grip",Uncategorized,General,,
07cef59f-f271-428e-a378-2ce8d1ce478a,13-190-22,"Maxi Cutter",Uncategorized,General,,
b84a8d5d-bdf6-4bba-98ee-530d6706d3c0,11-598-03,"Konig Ligature Conductor",Uncategorized,General,,
4fe933d4-c3a9-43c2-bbed-18fec76a728c,13-106-98,"Charriere Amputation Saw",Uncategorized,General,,
356f0818-7ba6-4a43-b0ce-d7032f77c7c0,13-200-04,"Kirschner wire traction bows",Uncategorized,General,,
7f845f42-2b43-4f64-9286-098d58e7e632,11-554-03,"Reverdin Needle",Uncategorized,General,,
6b9078d5-c9fd-437b-afc9-64e2caec1c0d,13-102-90,"Charriere Amputation Saw",Uncategorized,General,,
7b18a8c1-0fba-4f08-8d6a-e9941b964db5,13-232-10,"T handle for quick coupling",Uncategorized,General,,
1711957a-90b2-4e3c-8049-8f8d0f963d65,13-156-02,"Flat Nose Plier",Uncategorized,General,,
6c930775-eb99-4e26-ac6d-d95a614ee236,13-220-26,"Kirschner Wire traction bow",Uncategorized,General,,
5e0106d7-819d-40af-a576-cbf6bd187e3b,13-200-05,"Kirschner wire traction bows",Uncategorized,General,,
6e2f1635-aa75-493e-a5c9-20b7aea3a9be,13-164-02,"Flat Nose Plier",Uncategorized,General,,
52207a38-7d7a-4a2c-892a-15b70aa005b4,13-200-02,"Kirschner wire traction bows",Uncategorized,General,,
70ad419d-fa61-43f9-9e0e-14e2e561f759,13-224-18,"Steinmann pin",Uncategorized,General,,
d5fa9c1d-6a48-4ddc-858b-c995811d77f9,13-220-18,"Kirschner Wire traction bow",Uncategorized,General,,
8bdf26f5-d83e-4c94-a2d6-4b17d9c15b64,13-200-03,"Kirschner wire traction bows",Uncategorized,General,,
3f6f7197-d5d5-4f8c-8c3c-f3c98103d9d3,13-224-20,"Steinmann pin",Uncategorized,General,,
e4e374f7-6d0b-4274-842e-543ac3ac24b3,13-210-02,"Fixation disc",Uncategorized,General,,
51d6182e-bc52-4431-ae51-760c479318fc,15-653-12,"Distraction Pin A/B",Uncategorized,General,,
ec361e13-df54-4f60-9154-4b55abfab335,13-240-02,"Bunnell Hand Drill",Uncategorized,General,,
03d5c19c-8f21-4a81-a0c1-2cdd5937c464,13-224-16,"Steinmann pin",Uncategorized,General,,
f119297e-1b1e-4af7-98c0-c1875ff7979f,24-154-18,"24-154-18",Uncategorized,General,,
640d21f0-934f-4e08-996d-566ca23e4cbb,24-162-02,"24-162-02",Uncategorized,General,,
0eb446c1-20da-462b-a1b6-09fd3f20af95,24-164-02,"24-164-02",Uncategorized,General,,
2d6a59fd-f0e6-4c04-9d1f-1bf1e2dec800,28-306-08,"28-306-08",Uncategorized,General,,
4ab13fec-f5b2-482f-b30e-fd737b3bcb75,28-306-09,"28-306-09",Uncategorized,General,,
7dda2fca-6c1f-4dd1-afe7-2eadd5ee686a,13-696-01,"Tendon passing instrument",Uncategorized,General,,
ce4dfcf3-8517-4315-b936-243b1c084edb,13-971-40,"Walton Finger Ring Saw",Uncategorized,General,,
791e0ca4-a4cb-4e4f-bffb-63e0f9b2564b,13-975-04,"Hexagonal screw driver",Uncategorized,General,,
ebbe893f-2e01-4ccd-a1c0-f45c94864d3f,13-980-01,"Bending Iron",Uncategorized,General,,
9dc94642-51de-45af-a3d5-6d386e4060a5,13-986-02,"Depth Gauge",Uncategorized,General,,
daadf370-b624-4120-8d56-7fdbefef74ae,13-983-02,"Double Drill Sleeve",Uncategorized,General,,
8040ae0e-19bd-4884-945a-7c3ecd682b44,13-984-02,"Double Drill Sleeve",Uncategorized,General,,
93db27e9-e176-4e4a-82cf-82b62c6968d8,13-985-02,"Loaded Drill Guide",Uncategorized,General,,
